mouse,plane,stage,step,is_last,cells,tile,area_p99,area_max,bloated,torn,rim_area_p99,core_area_p99,iou_cell_dense,match_dense,offset_dense,partners_dense,iou_cell_rigid,match_rigid,offset_rigid,partners_rigid,flipped
CIM151,0,global,1,False,303,,1.0,1.0,0.0,4.62046204620462,1.0,1.0,0.1956521739130435,31.02310231023102,8.437464901720386,1.33003300330033,0.1956521739130435,31.02310231023102,8.437464901720386,1.33003300330033,0.0
CIM151,0,affine,2,False,303,,1.0,1.0,0.0,5.6105610561056105,1.0,1.0,0.21843003412969283,38.613861386138616,7.556762660515096,1.4158415841584158,0.21791044776119403,38.613861386138616,7.650597342601206,1.4191419141914192,0.0
CIM151,0,tile_500,3,False,303,500.0,1.0,1.0,0.0,5.6105610561056105,1.0,1.0,0.21843003412969283,38.613861386138616,7.556762660515096,1.4158415841584158,0.21791044776119403,38.613861386138616,7.650597342601206,1.4191419141914192,0.0
CIM151,0,tile_200,4,False,303,200.0,1.211649122807018,1.2335766423357664,0.0,7.590759075907591,1.222080291970803,1.1122454585952581,0.3544973544973545,55.44554455445545,5.060689323761379,1.4158415841584158,0.3522012578616352,56.10561056105611,5.024294661165328,1.4092409240924093,0.3875968992248062
CIM151,0,tile_100,5,True,303,100.0,1.4309751966122204,1.6818181818181819,0.33003300330033003,9.24092409240924,1.473769613471106,1.1323123520566205,0.40896358543417366,61.386138613861384,3.872487405605405,1.4653465346534653,0.40399002493765584,62.04620462046204,3.8785427626885474,1.4323432343234324,0.38461538461538464
CIM151,1,baseline,0,False,389,,1.0,1.0,0.0,5.655526992287918,1.0,1.0,0.09903846153846153,17.480719794344473,11.075544971847949,1.365038560411311,0.09903846153846153,17.480719794344473,11.075544971847949,1.365038560411311,0.0
CIM151,1,global,1,False,389,,1.0,1.0,0.0,5.655526992287918,1.0,1.0,0.30604982206405695,51.41388174807198,6.336725282086629,1.352185089974293,0.30604982206405695,51.41388174807198,6.336725282086629,1.352185089974293,0.0
CIM151,1,affine,2,False,389,,1.0,1.0,0.0,5.655526992287918,1.0,1.0,0.34375,54.75578406169666,4.8659173574163415,1.3547557840616966,0.34120171673819744,54.75578406169666,4.9303104205719555,1.3624678663239074,0.0
CIM151,1,tile_500,3,False,389,500.0,1.0,1.0,0.0,5.655526992287918,1.0,1.0,0.34375,54.75578406169666,4.8659173574163415,1.3547557840616966,0.34120171673819744,54.75578406169666,4.9303104205719555,1.3624678663239074,0.0
CIM151,1,tile_200,4,False,389,200.0,1.0684072398190045,1.0896057347670252,0.0,6.683804627249357,1.0680773249738766,1.0628288162614585,0.40486725663716816,60.411311053984576,3.909577807201137,1.4190231362467867,0.39655172413793105,59.89717223650386,3.9140112660863347,1.4215938303341902,0.3194888178913738
